Date,Time,Ax,Ay,Az,Gx,Gy,Gz
2025-02-01,10:28:30,-0.34,-0.09,1.51,-33.39,117.07,1.22
2025-02-01,10:28:30,0.18,0.14,0.52,35.22,-81.36,6.29
2025-02-01,10:28:30,-0.27,-0.09,1.19,-26.06,131.65,-8.42
2025-02-01,10:28:30,0.24,-0.09,0.75,25.51,-117.68,-13.43
2025-02-01,10:28:30,-0.01,-0.01,0.72,-15.32,211.79,-0.43
2025-02-01,10:28:30,-0.33,-0.09,1.38,30.46,-263.79,12.02
2025-02-01,10:28:30,0.42,-0.03,0.12,-22.58,92.47,-3.17
2025-02-01,10:28:30,-0.46,-0.12,1.96,4.76,43.27,-6.96
2025-02-01,10:28:30,0.25,0.23,0.48,25.39,-99.79,24.05
2025-02-01,10:28:30,-0.13,0.04,1.06,-20.14,148.07,-0.43
2025-02-01,10:28:30,-0.28,0.05,1.36,27.53,-203.37,10.44
2025-02-01,10:28:30,0.46,0.04,0.13,-10.25,62.68,0.49
2025-02-01,10:28:30,-0.33,-0.13,1.45,-49.99,156.13,-15.69
2025-02-01,10:28:30,-0.02,0.20,0.57,57.07,-216.43,24.23
2025-02-01,10:28:30,0.36,0.02,0.40,-28.63,122.74,-18.37
2025-02-01,10:28:30,-0.55,0.10,2.08,27.47,60.85,7.08
2025-02-01,10:28:30,0.13,0.07,0.72,20.39,-156.68,21.97
2025-02-01,10:28:30,0.16,-0.04,0.65,-41.63,164.00,-17.03
2025-02-01,10:28:30,-0.50,-0.04,1.96,31.98,-39.37,12.15
2025-02-01,10:28:30,0.15,0.10,0.84,5.37,-36.19,0.55
2025-02-01,10:28:30,-0.04,0.07,1.08,10.68,-5.74,0.31
2025-02-01,10:28:30,-0.08,-0.02,1.00,2.62,1.22,2.93
2025-02-01,10:28:30,-0.13,-0.08,0.98,-1.22,-19.04,1.04
2025-02-01,10:28:30,-0.20,-0.08,0.98,7.20,-16.17,10.38
2025-02-01,10:28:30,-0.35,-0.15,0.98,6.23,-13.61,17.27
2025-02-01,10:28:30,-0.40,-0.10,0.90,-11.41,-12.45,-5.80
2025-02-01,10:28:30,-0.86,0.03,0.51,-24.41,-84.23,-23.93
2025-02-01,10:28:30,-0.68,0.27,-0.70,48.77,-153.08,-25.70
2025-02-01,10:28:30,-0.14,0.43,-0.89,8.91,-68.60,-17.46
2025-02-01,10:28:30,0.50,0.09,-0.73,-29.91,-91.13,-39.18
2025-02-01,10:28:30,0.87,-0.15,-0.35,-44.68,-78.92,-35.46
2025-02-01,10:28:30,0.75,0.07,0.64,-49.01,-71.84,32.47
2025-02-01,10:28:30,0.21,0.22,0.99,-32.84,-64.76,24.48
2025-02-01,10:28:30,0.06,0.44,0.92,1.89,-6.59,20.81
2025-02-01,10:28:30,0.05,0.43,0.93,-2.44,10.38,-2.01
2025-02-01,10:28:30,0.05,0.27,0.94,28.99,2.50,7.39
2025-02-01,10:28:30,-0.00,0.06,1.00,9.34,-5.74,2.32
2025-02-01,10:28:30,0.01,0.08,0.98,-35.40,9.40,-4.15
2025-02-01,10:28:30,0.03,0.23,0.89,-29.79,-4.52,19.35
2025-02-01,10:28:30,-0.09,0.50,1.03,-6.90,1.16,-6.59
2025-02-01,10:28:30,-0.00,0.44,1.10,-21.85,-55.24,48.95
2025-02-01,10:28:30,0.05,0.02,1.01,0.31,0.00,-2.93
2025-02-01,10:28:30,0.03,0.03,1.01,0.18,-0.06,-0.85
2025-02-01,10:28:30,0.03,0.01,1.01,0.18,-0.12,-0.79
2025-02-01,10:28:30,0.02,0.00,1.01,-0.18,0.37,-2.32
2025-02-01,10:28:30,0.01,-0.11,1.01,32.65,-6.10,-4.82
2025-02-01,10:28:30,-0.01,-0.22,0.97,-35.89,-1.89,9.83
2025-02-01,10:28:30,-0.02,0.00,1.01,0.98,2.38,-1.53
2025-02-01,10:28:30,0.01,0.00,1.01,0.24,6.65,-2.01
2025-02-01,10:28:30,0.03,0.01,1.01,0.12,0.12,-1.34
2025-02-01,10:28:30,0.03,0.02,1.01,0.31,-0.06,-1.71
2025-02-01,10:28:30,0.01,0.16,0.98,-23.13,-4.21,-23.44
2025-02-01,10:28:30,0.02,0.17,0.98,-0.92,0.73,1.77
2025-02-01,10:28:30,0.02,-0.18,1.00,119.02,-4.58,2.87
2025-02-01,10:28:30,-0.07,-0.75,0.65,87.71,-7.20,-5.86
2025-02-01,10:28:30,-0.18,-0.91,-0.44,39.73,-4.27,-5.00
2025-02-01,10:28:30,-0.17,-0.41,-0.86,112.67,-19.29,-1.46
2025-02-01,10:28:30,-0.26,0.78,-0.70,141.85,-40.71,-2.26
2025-02-01,10:28:30,-0.14,0.96,-0.08,32.29,-45.23,-13.43
2025-02-01,10:28:30,-0.15,0.95,-0.01,19.96,3.54,-13.67
2025-02-01,10:28:30,-0.05,0.63,0.93,42.30,-34.18,49.26
2025-02-01,10:28:30,0.03,0.20,0.93,67.14,-33.94,16.54
2025-02-01,10:28:30,0.06,0.04,1.00,-4.58,10.19,1.34
2025-02-01,10:28:30,-0.02,0.03,1.03,-13.49,-33.33,-4.88
2025-02-01,10:28:30,0.02,0.07,1.05,-25.27,30.94,8.54
2025-02-01,10:28:30,-0.01,-0.01,1.03,-5.92,-0.55,25.27
2025-02-01,10:28:30,-0.08,-0.85,0.50,124.94,-4.94,-7.14
2025-02-01,10:28:30,-0.08,-0.56,-0.78,165.16,-14.65,7.32
2025-02-01,10:28:30,0.05,-0.27,-0.97,25.63,-13.06,27.16
2025-02-01,10:28:30,0.16,-0.11,-1.10,30.64,-26.18,9.58
2025-02-01,10:28:30,-0.07,-0.93,-0.49,-379.52,58.53,-70.50
2025-02-01,10:28:30,0.18,0.65,0.79,-291.14,38.21,76.23
2025-02-01,10:28:30,0.12,0.46,-0.82,-135.44,-8.42,9.89
2025-02-01,10:28:30,0.11,-0.29,-1.00,-62.38,6.47,10.68
2025-02-01,10:28:30,0.17,-1.00,-0.14,-144.23,-16.17,5.98
2025-02-01,10:28:30,0.14,-0.11,0.95,-56.09,-1.71,15.99
2025-02-01,10:28:30,-0.04,-0.31,0.89,53.22,-38.57,-9.83
2025-02-01,10:28:30,0.00,0.12,1.03,-55.36,-2.20,-1.34
2025-02-01,10:28:30,0.05,-0.07,1.14,150.09,-18.49,-5.37
2025-02-01,10:28:30,0.03,-0.18,1.01,27.47,-3.42,14.47
2025-02-01,10:28:30,0.02,-0.43,0.90,31.43,5.07,-7.93
2025-02-01,10:28:30,0.01,-0.27,0.93,-55.85,-10.31,29.17
2025-02-01,10:28:30,-0.03,0.10,0.93,47.12,46.57,13.00
2025-02-01,10:28:30,-0.07,-0.94,-0.39,13.12,4.27,-2.14
2025-02-01,10:28:30,0.30,-1.09,0.58,-224.24,13.00,96.80
2025-02-01,10:28:30,0.89,0.31,0.13,75.38,176.39,39.79
2025-02-01,10:28:30,0.71,-0.44,-0.40,-225.95,115.11,-98.02
2025-02-01,10:28:30,0.42,-0.08,-0.81,95.09,-68.66,-41.50
2025-02-01,10:28:30,0.45,-0.31,1.17,-34.85,71.53,-50.42
2025-02-01,10:28:30,0.59,0.08,-0.69,3.72,187.74,36.87
2025-02-01,10:28:30,0.38,0.24,0.58,22.28,-378.66,226.75
2025-02-01,10:28:30,0.18,0.05,1.10,-151.31,396.30,-13.37
2025-02-01,10:28:30,0.28,0.03,-0.84,50.60,224.98,7.32
2025-02-01,10:28:30,0.22,0.33,0.65,93.44,-308.59,85.33
2025-02-01,10:28:30,-0.26,0.15,1.38,45.65,329.83,35.16
2025-02-01,10:28:30,0.43,0.09,-0.68,-18.80,268.31,43.82
2025-02-01,10:28:30,0.95,-0.02,0.08,-25.45,-389.40,-6.41
2025-02-01,10:28:30,-0.10,0.22,1.22,18.80,23.86,4.58
2025-02-01,10:28:30,0.77,0.05,-0.47,25.76,200.87,15.69
2025-02-01,10:28:30,-0.02,0.20,0.57,57.07,-216.43,24.23
2025-02-01,10:28:30,0.36,0.02,0.40,-28.63,122.74,-18.37
2025-02-01,10:28:30,-0.55,0.10,2.08,27.47,60.85,7.08
2025-02-01,10:28:30,0.13,0.07,0.72,20.39,-156.68,21.97
2025-02-01,10:28:30,0.16,-0.04,0.65,-41.63,164.00,-17.03
2025-02-01,10:28:30,-0.50,-0.04,1.96,31.98,-39.37,12.15
2025-02-01,10:28:30,0.15,0.10,0.84,5.37,-36.19,0.55
2025-02-01,10:28:30,-0.04,0.07,1.08,10.68,-5.74,0.31
2025-02-01,10:28:30,-0.08,-0.02,1.00,2.62,1.22,2.93
2025-02-01,10:28:30,-0.13,-0.08,0.98,-1.22,-19.04,1.04
2025-02-01,10:28:30,-0.20,-0.08,0.98,7.20,-16.17,10.38
2025-02-01,10:28:30,-0.35,-0.15,0.98,6.23,-13.61,17.27
2025-02-01,10:28:30,-0.40,-0.10,0.90,-11.41,-12.45,-5.80
2025-02-01,10:28:30,-0.86,0.03,0.51,-24.41,-84.23,-23.93
2025-02-01,10:28:30,-0.68,0.27,-0.70,48.77,-153.08,-25.70
2025-02-01,10:28:30,-0.14,0.43,-0.89,8.91,-68.60,-17.46
2025-02-01,10:28:30,0.50,0.09,-0.73,-29.91,-91.13,-39.18
2025-02-01,10:28:30,0.87,-0.15,-0.35,-44.68,-78.92,-35.46
2025-02-01,10:28:30,0.75,0.07,0.64,-49.01,-71.84,32.47
2025-02-01,10:28:30,0.21,0.22,0.99,-32.84,-64.76,24.48
2025-02-01,10:28:30,0.06,0.44,0.92,1.89,-6.59,20.81
2025-02-01,10:28:30,0.05,0.43,0.93,-2.44,10.38,-2.01
2025-02-01,10:28:30,0.05,0.27,0.94,28.99,2.50,7.39
2025-02-01,10:28:30,-0.00,0.06,1.00,9.34,-5.74,2.32
2025-02-01,10:28:30,0.01,0.08,0.98,-35.40,9.40,-4.15
2025-02-01,10:28:30,0.03,0.23,0.89,-29.79,-4.52,19.35
2025-02-01,10:28:30,-0.09,0.50,1.03,-6.90,1.16,-6.59
2025-02-01,10:28:30,-0.00,0.44,1.10,-21.85,-55.24,48.95
2025-02-01,10:28:30,0.05,0.02,1.01,0.31,0.00,-2.93
2025-02-01,10:28:30,0.03,0.03,1.01,0.18,-0.06,-0.85
2025-02-01,10:28:30,0.03,0.01,1.01,0.18,-0.12,-0.79
2025-02-01,10:28:30,0.02,0.00,1.01,-0.18,0.37,-2.32
2025-02-01,10:28:30,0.01,-0.11,1.01,32.65,-6.10,-4.82
2025-02-01,10:28:30,-0.01,-0.22,0.97,-35.89,-1.89,9.83
2025-02-01,10:28:30,-0.02,0.00,1.01,0.98,2.38,-1.53
2025-02-01,10:28:30,0.01,0.00,1.01,0.24,6.65,-2.01
2025-02-01,10:28:30,0.03,0.01,1.01,0.12,0.12,-1.34
2025-02-01,10:28:30,0.03,0.02,1.01,0.31,-0.06,-1.71
2025-02-01,10:28:30,0.01,0.16,0.98,-23.13,-4.21,-23.44
2025-02-01,10:28:30,0.02,0.17,0.98,-0.92,0.73,1.77
2025-02-01,10:28:30,0.02,-0.18,1.00,119.02,-4.58,2.87
2025-02-01,10:28:30,-0.07,-0.75,0.65,87.71,-7.20,-5.86
2025-02-01,10:28:30,-0.18,-0.91,-0.44,39.73,-4.27,-5.00
2025-02-01,10:28:30,-0.17,-0.41,-0.86,112.67,-19.29,-1.46
2025-02-01,10:28:30,-0.26,0.78,-0.70,141.85,-40.71,-2.26
2025-02-01,10:28:30,-0.14,0.96,-0.08,32.29,-45.23,-13.43
2025-02-01,10:28:30,-0.15,0.95,-0.01,19.96,3.54,-13.67
2025-02-01,10:28:30,-0.05,0.63,0.93,42.30,-34.18,49.26
2025-02-01,10:28:30,0.03,0.20,0.93,67.14,-33.94,16.54
2025-02-01,10:28:30,0.06,0.04,1.00,-4.58,10.19,1.34
2025-02-01,10:28:30,-0.02,0.03,1.03,-13.49,-33.33,-4.88
2025-02-01,10:28:30,0.02,0.07,1.05,-25.27,30.94,8.54
2025-02-01,10:28:30,-0.01,-0.01,1.03,-5.92,-0.55,25.27
2025-02-01,10:28:30,-0.08,-0.85,0.50,124.94,-4.94,-7.14
2025-02-01,10:28:30,-0.08,-0.56,-0.78,165.16,-14.65,7.32
2025-02-01,10:28:30,0.05,-0.27,-0.97,25.63,-13.06,27.16
2025-02-01,10:28:30,0.16,-0.11,-1.10,30.64,-26.18,9.58
2025-02-01,10:28:30,-0.07,-0.93,-0.49,-379.52,58.53,-70.50
2025-02-01,10:28:30,0.18,0.65,0.79,-291.14,38.21,76.23
2025-02-01,10:28:30,0.12,0.46,-0.82,-135.44,-8.42,9.89
2025-02-01,10:28:30,0.11,-0.29,-1.00,-62.38,6.47,10.68
2025-02-01,10:28:30,0.17,-1.00,-0.14,-144.23,-16.17,5.98
2025-02-01,10:28:30,0.14,-0.11,0.95,-56.09,-1.71,15.99
2025-02-01,10:28:30,-0.04,-0.31,0.89,53.22,-38.57,-9.83
2025-02-01,10:28:30,0.00,0.12,1.03,-55.36,-2.20,-1.34
2025-02-01,10:28:30,0.05,-0.07,1.14,150.09,-18.49,-5.37
2025-02-01,10:28:30,0.03,-0.18,1.01,27.47,-3.42,14.47
2025-02-01,10:28:30,0.02,-0.43,0.90,31.43,5.07,-7.93
2025-02-01,10:28:30,0.01,-0.27,0.93,-55.85,-10.31,29.17
2025-02-01,10:28:30,-0.03,0.10,0.93,47.12,46.57,13.00
2025-02-01,10:28:30,-0.07,-0.94,-0.39,13.12,4.27,-2.14
2025-02-01,10:28:30,0.30,-1.09,0.58,-224.24,13.00,96.80
2025-02-01,10:28:30,0.89,0.31,0.13,75.38,176.39,39.79
2025-02-01,10:28:30,0.71,-0.44,-0.40,-225.95,115.11,-98.02
2025-02-01,10:28:30,0.42,-0.08,-0.81,95.09,-68.66,-41.50
2025-02-01,10:28:30,0.45,-0.31,1.17,-34.85,71.53,-50.42
2025-02-01,10:28:30,0.59,0.08,-0.69,3.72,187.74,36.87
2025-02-01,10:28:30,0.38,0.24,0.58,22.28,-378.66,226.75
2025-02-01,10:28:30,0.18,0.05,1.10,-151.31,396.30,-13.37
2025-02-01,10:28:30,0.28,0.03,-0.84,50.60,224.98,7.32
2025-02-01,10:28:30,0.22,0.33,0.65,93.44,-308.59,85.33
2025-02-01,10:28:30,-0.26,0.15,1.38,45.65,329.83,35.16
2025-02-01,10:28:30,0.43,0.09,-0.68,-18.80,268.31,43.82
2025-02-01,10:28:30,0.95,-0.02,0.08,-25.45,-389.40,-6.41
2025-02-01,10:28:30,-0.10,0.22,1.22,18.80,23.86,4.58
2025-02-01,10:28:30,0.77,0.05,-0.47,25.76,200.87,15.69
2025-02-01,10:28:30,0.32,-0.20,-0.64,-19.90,-457.21,63.96
2025-02-01,10:28:30,0.06,0.09,0.91,-13.79,-89.97,-19.96
2025-02-01,10:28:30,1.16,-0.07,0.31,91.13,87.04,-48.16
2025-02-01,10:28:30,0.05,-0.17,-1.32,-2.26,-27.65,-3.72
2025-02-01,10:28:30,0.18,0.40,0.85,-40.83,-123.47,-33.75
2025-02-01,10:28:30,0.43,0.07,0.99,127.38,227.78,-8.61
2025-02-01,10:28:30,0.27,-0.25,-1.15,0.92,283.75,12.94
2025-02-01,10:28:30,0.46,0.22,0.34,-35.22,-264.04,82.40
2025-02-01,10:28:30,0.13,0.30,1.31,-0.55,28.26,-6.90
2025-02-01,10:28:30,0.79,0.10,-0.04,-12.82,288.57,-31.92
2025-02-01,10:28:30,0.20,-0.21,-1.26,17.27,-219.42,32.65
2025-02-01,10:28:30,0.15,0.37,1.15,8.85,-138.43,47.61
2025-02-01,10:28:30,0.95,-0.20,0.51,70.80,202.88,-7.69
2025-02-01,10:28:30,0.24,-0.22,-1.31,3.66,-82.82,16.54
2025-02-01,10:28:30,0.29,0.25,0.98,-52.61,-138.00,15.69
2025-02-01,10:28:30,0.74,-0.07,0.40,-10.86,239.75,39.55
2025-02-01,10:28:30,-0.04,-0.16,-1.33,-44.49,77.27,-4.46
2025-02-01,10:28:30,0.35,0.41,1.11,72.33,-211.18,54.08
2025-02-01,10:28:30,0.46,0.14,0.70,50.84,313.48,8.06
2025-02-01,10:28:30,0.28,-0.06,-1.13,-32.04,59.69,-13.24
2025-02-01,10:28:30,0.57,0.01,0.60,-2.87,-189.03,48.22
2025-02-01,10:28:30,0.29,0.28,1.17,147.09,287.90,-97.78
2025-02-01,10:28:30,-0.03,-0.07,-1.08,-64.27,228.70,13.61
2025-02-01,10:28:30,0.79,-0.44,0.54,-46.08,-366.88,-23.07
2025-02-01,10:28:30,0.45,0.03,0.93,37.17,90.82,-9.34
2025-02-01,10:28:30,0.28,-0.29,-0.90,12.08,325.93,-28.50
2025-02-01,10:28:30,0.73,0.06,0.34,-88.13,-286.74,58.35
2025-02-01,10:28:30,0.73,-0.09,0.97,94.97,238.95,-41.81
2025-02-01,10:28:30,-0.01,-0.31,-1.22,-33.57,128.85,-15.99
2025-02-01,10:28:30,0.51,0.01,0.88,-35.89,-294.68,41.93
2025-02-01,10:28:30,0.66,-0.01,0.26,32.17,329.89,-55.66
2025-02-01,10:28:30,-0.20,-0.37,-1.37,-2.01,21.12,-1.28
2025-02-01,10:28:30,0.33,0.21,1.08,-98.14,-335.27,22.83
2025-02-01,10:28:30,0.58,-0.01,0.03,65.19,330.63,-7.02
2025-02-01,10:28:30,0.16,-0.14,-0.82,-31.92,-357.79,59.81
2025-02-01,10:28:30,-0.03,0.28,1.06,23.38,-151.98,-0.61
2025-02-01,10:28:30,0.84,-0.21,0.73,73.91,200.44,0.73
2025-02-01,10:28:30,-0.11,-0.29,-1.18,-53.77,19.47,3.48
2025-02-01,10:28:30,0.52,0.52,0.91,-44.56,-197.75,81.67
2025-02-01,10:28:30,0.65,0.18,0.72,37.66,14.89,9.34
2025-02-01,10:28:30,0.66,0.21,0.73,-17.88,8.30,-5.13
2025-02-01,10:28:30,0.22,0.27,1.07,-21.24,-27.40,61.28
2025-02-01,10:28:30,0.17,-0.02,1.18,151.37,-45.10,-27.65
2025-02-01,10:28:30,-0.04,-0.87,-0.83,-28.38,13.55,7.69
2025-02-01,10:28:30,0.12,0.75,0.59,-390.81,-5.86,22.03
2025-02-01,10:28:30,0.03,-0.86,0.44,395.14,-23.62,24.66
2025-02-01,10:28:30,-0.03,-0.99,-0.61,-622.38,60.97,-30.21
2025-02-01,10:28:30,0.05,0.84,0.30,-256.77,26.86,21.85
2025-02-01,10:28:30,0.06,-0.64,0.36,389.53,23.99,19.65
2025-02-01,10:28:30,-0.09,-0.97,-0.25,-542.18,79.47,18.74
2025-02-01,10:28:30,0.20,1.05,0.23,-309.39,12.82,54.87
2025-02-01,10:28:30,0.07,-0.50,0.51,297.42,19.35,-95.46
2025-02-01,10:28:30,-0.05,-0.98,-0.59,-251.95,5.86,-5.19
2025-02-01,10:28:30,0.30,0.75,0.56,-284.18,27.59,56.46
2025-02-01,10:28:30,0.11,0.42,1.00,398.01,-42.48,24.54
2025-02-01,10:28:30,-0.15,-1.12,-0.47,100.22,3.72,-44.68
2025-02-01,10:28:30,0.19,0.35,0.72,-224.49,59.51,100.77
2025-02-01,10:28:30,0.21,1.21,-0.13,108.15,-14.22,-8.73
2025-02-01,10:28:30,-0.04,-0.92,0.28,225.59,-5.55,-9.46
2025-02-01,10:28:30,-0.12,-1.20,0.17,-405.76,35.64,-28.93
2025-02-01,10:28:30,0.08,1.09,0.53,-61.95,-20.45,36.32
2025-02-01,10:28:30,-0.04,-0.74,0.53,337.95,-31.86,34.97
2025-02-01,10:28:30,-0.04,-1.02,-0.24,-381.77,28.20,2.44
2025-02-01,10:28:30,-0.01,0.91,0.17,-126.71,-15.93,69.03
2025-02-01,10:28:30,0.05,-0.23,0.61,352.05,-6.35,10.99
2025-02-01,10:28:30,-0.05,-0.98,-0.44,4.94,6.53,-2.99
2025-02-01,10:28:30,0.18,0.03,0.92,-221.92,47.06,10.99
2025-02-01,10:28:30,0.29,0.86,0.13,-46.45,18.86,6.90
2025-02-01,10:28:30,0.17,0.25,0.76,289.31,-54.14,-62.50
2025-02-01,10:28:30,-0.21,-1.05,-0.22,99.67,-9.89,-9.83
2025-02-01,10:28:30,0.10,0.10,0.96,-258.73,65.67,33.51
2025-02-01,10:28:30,0.23,1.10,-0.02,-9.95,6.53,13.73
2025-02-01,10:28:30,0.02,-0.63,0.48,297.85,-16.42,-1.34
2025-02-01,10:28:30,-0.14,-0.78,0.69,-346.37,55.66,14.34
2025-02-01,10:28:30,0.26,0.92,0.13,-132.57,7.69,46.45
2025-02-01,10:28:30,0.12,0.33,0.85,349.85,-32.47,-7.51
2025-02-01,10:28:30,-0.12,-1.21,0.09,-7.75,2.93,-4.09
2025-02-01,10:28:30,0.22,0.32,0.83,-125.31,26.98,42.05
2025-02-01,10:28:30,0.10,0.97,0.20,101.20,-3.60,-9.03
2025-02-01,10:28:30,-0.02,-0.68,0.43,446.47,-41.56,-20.32
2025-02-01,10:28:30,-0.02,-0.62,0.79,-523.44,89.23,4.03
2025-02-01,10:28:30,0.19,1.11,-0.07,-58.35,10.80,42.18
2025-02-01,10:28:30,0.02,-0.70,0.65,281.74,-7.87,-33.69
2025-02-01,10:28:30,-0.12,-0.66,0.68,-520.32,77.76,-13.31
2025-02-01,10:28:30,0.18,0.88,-0.10,-66.41,12.76,33.63
2025-02-01,10:28:30,0.04,-0.34,0.84,347.66,-70.07,4.64
2025-02-01,10:28:30,-0.20,-1.18,-0.09,-175.29,23.86,20.69
2025-02-01,10:28:30,0.24,0.78,0.16,-188.48,39.67,18.74
2025-02-01,10:28:30,0.08,0.36,0.79,345.76,-68.42,1.53
2025-02-01,10:28:30,-0.24,-1.22,0.06,-11.41,0.18,1.77
2025-02-01,10:28:30,0.28,0.59,0.48,-284.00,67.50,10.19
2025-02-01,10:28:30,0.15,0.83,0.53,297.49,-27.59,-3.48
2025-02-01,10:28:30,-0.22,-1.27,-0.06,127.99,-10.86,-43.58
2025-02-01,10:28:30,0.16,0.69,0.57,-240.11,48.58,-2.50
2025-02-01,10:28:30,0.14,0.78,0.62,382.75,-15.99,-7.75
2025-02-01,10:28:30,-0.14,-1.31,0.10,123.47,-23.74,-18.49
2025-02-01,10:28:30,0.28,0.69,0.50,-178.65,44.19,22.40
2025-02-01,10:28:30,0.20,0.92,0.57,354.61,-8.24,-9.89
2025-02-01,10:28:30,-0.17,-1.23,-0.05,216.19,-32.84,-39.18
2025-02-01,10:28:30,0.25,0.69,0.27,-275.39,74.04,9.83
2025-02-01,10:28:30,0.21,0.90,0.40,427.25,-19.53,-35.22
2025-02-01,10:28:30,-0.19,-1.39,-0.02,26.37,-14.04,-34.18
2025-02-01,10:28:30,0.27,0.47,0.68,-173.46,36.56,1.95
2025-02-01,10:28:30,0.08,0.98,0.14,-3.17,-13.00,-2.75
2025-02-01,10:28:30,0.07,1.01,0.20,76.84,-6.16,2.08
2025-02-01,10:28:30,0.02,0.24,1.04,89.36,5.74,-9.83
2025-02-01,10:28:30,0.17,0.11,1.32,24.35,-37.17,-18.37
2025-02-01,10:28:30,0.01,-0.04,1.02,9.22,-28.02,16.66
2025-02-01,10:28:30,0.01,-0.12,1.05,25.45,-12.88,5.31
2025-02-01,10:28:30,0.03,-0.16,0.96,-24.48,7.39,-85.45
2025-02-01,10:28:30,0.02,0.54,1.04,-23.74,8.73,-66.77
2025-02-01,10:28:30,0.04,0.88,0.96,53.89,4.09,156.49
2025-02-01,10:28:30,-0.05,-0.63,0.93,-4.70,2.14,55.11
2025-02-01,10:28:30,-0.09,-0.13,0.95,-23.56,11.35,-122.01
2025-02-01,10:28:30,-0.05,0.87,1.32,27.95,-11.84,40.47
2025-02-01,10:28:30,-0.09,-0.29,1.05,17.82,-1.16,114.44
2025-02-01,10:28:30,-0.08,-0.41,0.96,-44.31,2.87,-143.62
2025-02-01,10:28:30,0.08,0.75,1.00,-12.21,2.62,-53.34
2025-02-01,10:28:30,-0.13,0.06,0.96,26.79,4.64,139.34
2025-02-01,10:28:30,-0.11,-0.63,1.07,-31.80,-9.58,-13.49
2025-02-01,10:28:30,-0.10,0.11,1.03,-20.08,-0.37,-122.50
2025-02-01,10:28:30,0.04,0.89,1.02,20.14,0.00,-14.53
2025-02-01,10:28:30,-0.15,-0.01,0.98,22.77,13.49,120.12
2025-02-01,10:28:30,-0.08,-0.55,1.04,-23.86,2.75,0.92
2025-02-01,10:28:30,-0.15,0.08,1.04,-25.88,2.99,-139.47
2025-02-01,10:28:30,0.07,1.02,1.02,28.87,-3.48,40.16
2025-02-01,10:28:30,-0.12,-0.29,1.08,12.27,13.55,105.53
2025-02-01,10:28:30,-0.12,-0.44,1.00,-32.65,-3.72,-138.18
2025-02-01,10:28:30,-0.05,0.47,0.96,-1.83,5.00,-99.49
2025-02-01,10:28:30,-0.08,0.74,1.05,36.99,-0.85,206.91
2025-02-01,10:28:30,-0.07,-0.46,1.02,-19.47,12.45,58.17
2025-02-01,10:28:30,-0.19,-0.23,1.02,-27.28,-2.08,-140.56
2025-02-01,10:28:30,-0.03,1.01,1.04,6.04,2.26,-60.06
2025-02-01,10:28:30,-0.21,0.37,1.02,32.96,14.22,179.81
2025-02-01,10:28:30,-0.12,-0.45,1.12,-22.89,9.89,26.31
2025-02-01,10:28:30,-0.18,-0.05,1.03,-3.72,-2.69,-124.63
2025-02-01,10:28:30,-0.02,0.93,1.04,13.79,-4.82,-47.91
2025-02-01,10:28:30,-0.15,0.43,1.02,29.91,25.51,161.07
2025-02-01,10:28:30,-0.06,-0.47,1.05,-18.68,5.13,53.04
2025-02-01,10:28:30,-0.23,-0.27,1.14,-32.29,-16.36,-140.26
2025-02-01,10:28:30,-0.09,0.72,0.95,8.85,-4.58,-92.96
2025-02-01,10:28:30,-0.13,0.42,0.95,26.67,0.61,189.76
2025-02-01,10:28:30,-0.19,-0.50,1.06,-23.93,13.79,59.69
2025-02-01,10:28:30,-0.19,-0.32,0.94,-28.63,2.14,-146.18
2025-02-01,10:28:30,-0.09,0.66,1.09,8.73,-3.54,-72.14
2025-02-01,10:28:30,-0.16,0.27,0.94,13.61,9.09,134.03
2025-02-01,10:28:30,-0.14,-0.53,1.04,-19.10,6.77,19.53
2025-02-01,10:28:30,-0.20,-0.03,0.98,0.49,6.16,-133.91
2025-02-01,10:28:30,-0.09,0.69,1.02,8.79,8.54,-62.50
2025-02-01,10:28:30,-0.13,0.37,0.89,14.22,16.11,163.82
2025-02-01,10:28:30,-0.15,-0.54,0.92,-29.66,14.59,64.51
2025-02-01,10:28:30,-0.26,-0.50,1.00,-36.38,12.02,-184.75
2025-02-01,10:28:30,-0.14,0.52,0.99,0.85,4.15,-100.40
2025-02-01,10:28:30,-0.13,0.94,0.96,24.11,-0.24,120.54
2025-02-01,10:28:30,-0.23,-0.21,1.02,-15.38,9.58,90.33
2025-02-01,10:28:30,-0.21,-0.57,1.01,-8.30,-5.19,-48.22
2025-02-01,10:28:30,-0.22,0.15,1.02,0.98,3.48,-118.65
2025-02-01,10:28:30,-0.09,0.94,0.96,25.45,6.23,-11.17
2025-02-01,10:28:30,-0.19,0.15,0.96,-8.67,9.40,114.69
2025-02-01,10:28:30,0.00,-0.15,1.08,13.92,-11.84,3.05
2025-02-01,10:28:30,-0.41,0.09,0.99,-4.21,17.82,2.75
2025-02-01,10:28:30,0.17,-0.04,0.99,0.98,10.38,-7.45
2025-02-01,10:28:30,0.25,0.04,0.78,31.07,10.31,15.44
2025-02-01,10:28:30,-0.43,0.27,0.97,106.99,-0.49,39.55
2025-02-01,10:28:30,0.59,-0.36,1.09,-17.21,-11.54,-41.81
2025-02-01,10:28:30,-0.46,-0.05,1.06,8.97,0.00,11.05
2025-02-01,10:28:30,0.35,0.11,0.52,-42.48,84.41,-25.76
2025-02-01,10:28:30,0.16,-0.06,0.73,-2.62,17.40,12.08
